-	mapped_CRC001_H_single.sam	mapped_CRC001_T_single.sam	mapped_CRC002_H_single.sam	mapped_CRC002_T_single.sam	mapped_CRC003_H_single.sam	mapped_CRC003_T_single.sam	mapped_CRC004_H_single.sam	mapped_CRC004_T_single.sam	mapped_CRC005_H_single.sam	mapped_CRC005_T_single.sam	mapped_CRC006_H_single.sam	mapped_CRC006_T_single.sam	mapped_CRC007_H_single.sam	mapped_CRC007_T_single.sam	mapped_CRC009_H_single.sam	mapped_CRC009_T_single.sam	mapped_CRC010_H_single.sam	mapped_CRC010_T_single.sam	mapped_CRC011_H_single.sam	mapped_CRC011_T_single.sam	mapped_CRC012_H_single.sam	mapped_CRC012_T_single.sam	mapped_CRC013_H_single.sam	mapped_CRC013_T_single.sam
NODE_62338_length_810_cov_2.02649	7	2	1	2	7	0	3	1	0	2	0	0	1	0	1	0	0	0	0	1	0	0	1	0
NODE_63311_length_1260_cov_2.69627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	6	0	2	0	0	0	0	0	0
NODE_63570_length_1269_cov_1.41598	0	0	0	0	0	0	0	0	1	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0
NODE_63613_length_1311_cov_1.55096	0	0	0	0	0	0	0	0	4	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_63633_length_2004_cov_3.50385	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	25	0	1	0	0	0	0	0	0
NODE_63698_length_833_cov_1.78663	0	0	0	1	1	3	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
NODE_64801_length_1081_cov_5.4269	10	1	2	15	5	1	0	3	0	1	0	0	8	2	1	0	2	0	0	0	0	2	6	0
NODE_65107_length_1329_cov_9.64678	23	5	3	7	7	4	4	7	1	2	2	2	0	0	4	0	5	1	0	0	0	2	4	3
NODE_65186_length_1567_cov_3.88095	0	0	0	0	0	0	0	0	9	3	0	0	0	0	2	10	0	1	0	0	1	0	0	0
NODE_67166_length_1165_cov_2.32613	5	6	1	0	4	0	0	3	0	3	1	0	0	0	1	1	0	0	0	1	0	0	0	1
NODE_67328_length_1693_cov_1.88767	0	0	0	0	0	4	0	0	6	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0
NODE_67329_length_917_cov_2.05336	3	1	0	0	0	0	0	0	0	2	1	0	0	1	0	1	3	0	0	2	0	1	0	0
NODE_67416_length_805_cov_3.22533	5	2	2	1	3	1	0	1	0	0	0	0	0	1	0	0	2	1	0	1	0	0	3	3
NODE_67479_length_960_cov_2.45193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0
NODE_67488_length_977_cov_3.70824	0	0	0	1	0	0	0	0	5	1	0	0	0	0	3	6	0	0	1	0	0	0	0	0
NODE_67554_length_966_cov_1.0966	0	5	0	1	0	9	0	1	7	2	78	1	36	3	1	0	2	21	0	1	0	3	0	0
NODE_67744_length_1086_cov_3.92338	1	0	2	0	5	0	0	0	1	0	1	1	11	0	3	0	0	0	0	1	0	0	1	5
NODE_68088_length_1054_cov_1.53554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
NODE_68120_length_929_cov_7.71625	2	0	0	0	0	1	0	0	0	1	1	0	3	8	1	5	0	0	23	1	4	1	0	162
NODE_68122_length_1461_cov_3.12304	0	0	0	0	0	0	0	0	5	1	1	5	0	1	0	0	0	0	0	0	9	0	0	0
NODE_68137_length_1164_cov_3.66637	9	5	1	0	9	1	0	2	2	0	6	1	12	1	2	3	9	4	1	4	1	2	2	1
NODE_68184_length_1168_cov_3.05211	58	16	10	35	28	10	5	18	3	8	6	2	17	9	4	7	20	5	1	4	4	2	20	5
NODE_69431_length_935_cov_1.68977	1	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0
NODE_69780_length_860_cov_2.12919	4	2	0	1	1	2	0	3	0	0	2	1	2	0	0	0	3	0	0	0	0	0	0	0
NODE_69871_length_942_cov_2.33935	2	2	0	0	2	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	2	1	3	0
NODE_69966_length_869_cov_4.81941	43	5	7	6	34	7	6	6	14	4	11	1	8	4	10	7	22	12	1	14	2	7	27	6
NODE_70084_length_1168_cov_2.08895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0
NODE_70135_length_960_cov_2.12928	7	2	0	1	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2
NODE_70212_length_832_cov_2.48906	0	2	0	0	2	0	0	1	0	0	0	0	0	0	3	0	2	0	0	0	0	0	1	0
NODE_70258_length_1046_cov_2.94147	0	5	1	0	3	0	0	0	2	2	0	0	0	0	1	1	2	1	0	0	0	0	2	5
NODE_70388_length_1091_cov_2.18533	3	1	1	2	4	0	0	0	0	1	0	0	0	1	0	0	2	0	0	0	0	0	0	0
NODE_70475_length_1562_cov_2.89516	9	6	0	2	8	3	0	0	0	5	1	0	0	4	3	2	6	3	0	3	1	1	5	1
NODE_70539_length_1212_cov_3.57563	11	3	2	3	8	1	0	0	2	1	1	3	0	0	0	3	0	3	0	3	1	0	3	0
NODE_70547_length_902_cov_1.50059	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_70553_length_2536_cov_2.10036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	18	1	0	0	0	0	0
NODE_70787_length_910_cov_4.04444	86	9	3	12	27	4	5	1	2	14	0	1	7	2	4	0	8	3	1	1	4	0	7	1
NODE_71026_length_954_cov_3.79755	6	4	0	1	4	1	0	1	0	0	0	0	3	1	1	1	0	0	0	1	0	1	2	0
NODE_71502_length_957_cov_2.92572	0	1	1	1	3	0	0	1	2	0	0	0	0	0	2	0	1	0	0	0	0	0	2	0
NODE_71757_length_954_cov_2.25473	5	0	0	3	6	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0
NODE_72638_length_806_cov_4.34621	1	1	0	1	3	0	0	0	0	0	2	0	0	0	3	1	1	0	0	1	0	1	1	3
NODE_72707_length_806_cov_2.57257	4	1	2	2	1	1	0	1	1	3	2	0	0	1	1	0	1	0	0	2	0	0	1	0
NODE_72940_length_1423_cov_2.46637	1	2	0	0	0	0	0	2	1	2	0	0	0	0	2	0	0	0	0	3	0	0	1	0
NODE_74415_length_986_cov_3.01826	11	6	3	19	13	9	2	14	3	0	11	3	9	14	2	3	5	1	0	2	2	2	25	3
NODE_75197_length_1568_cov_2.35162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	9	0	0	0	0	1	0	0	0
NODE_75241_length_869_cov_11.2224	13	2	1	1	8	2	0	0	3	0	4	0	1	3	5	2	3	2	1	4	1	2	3	0
NODE_75326_length_1544_cov_2.45332	2	1	1	1	4	2	0	0	0	2	1	0	0	0	1	2	0	1	1	2	0	1	1	0
NODE_75361_length_1637_cov_4.30278	3	2	4	2	7	0	0	0	2	1	0	0	4	0	3	0	3	1	0	1	1	0	7	0
NODE_75399_length_975_cov_8.66957	42	31	14	33	30	3	16	19	12	1	4	6	10	5	7	1	10	1	2	3	4	3	36	17
NODE_75490_length_1604_cov_3.97418	0	0	0	1	0	0	0	0	3	4	0	0	0	0	2	17	0	0	0	0	0	0	0	0
NODE_75661_length_970_cov_3.64918	4	1	1	1	3	0	0	1	0	1	0	0	0	0	1	0	1	0	0	2	0	0	2	0
NODE_75833_length_820_cov_2.69542	2	0	0	0	5	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0
NODE_76341_length_1141_cov_4.01473	5	1	1	1	0	0	0	2	2	1	0	1	0	1	0	4	1	0	0	0	1	0	1	4
NODE_76500_length_972_cov_1.78299	4	1	2	2	3	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
NODE_76615_length_932_cov_2.39909	3	0	0	0	5	2	0	0	1	0	0	0	0	0	0	3	1	0	0	2	0	0	1	0
NODE_76742_length_1270_cov_3.80247	0	0	0	0	0	0	2	0	0	34	0	0	0	0	1	8	0	0	0	0	0	0	0	0
NODE_76778_length_1709_cov_2.84341	8	3	0	0	10	2	0	2	0	0	4	1	0	0	0	1	2	0	0	1	0	1	1	3
NODE_76973_length_1130_cov_2.24837	6	1	0	1	6	0	0	2	0	2	0	0	0	0	0	3	0	0	0	0	2	0	1	0
NODE_77143_length_1751_cov_2.55837	0	0	0	0	0	0	0	0	4	2	0	0	0	0	0	13	0	0	1	0	0	0	0	0
NODE_77597_length_3872_cov_3.89652	0	0	0	0	0	1	1	0	0	0	1	0	0	0	13	37	0	1	1	0	2	0	0	0
NODE_77628_length_824_cov_5.94278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1
NODE_81563_length_1265_cov_3.23058	0	0	1	29	1	1	0	0	1	1	0	1	0	0	0	1	5	1	0	0	0	0	0	1
NODE_81697_length_916_cov_3.82346	17	4	1	6	13	1	0	1	0	5	0	0	0	1	3	2	3	1	0	1	0	0	2	0
NODE_81712_length_1201_cov_2.81239	6	4	1	0	6	0	0	1	1	1	0	1	0	1	2	0	0	0	0	2	0	1	1	0
NODE_81846_length_15852_cov_4.39951	0	0	0	1	0	1	3	1	1	0	2	5	0	4	89	193	1	5	5	2	4	0	1	1
NODE_81872_length_995_cov_5.05745	58	11	2	20	29	5	0	10	2	8	4	0	2	7	2	3	11	4	1	10	1	2	20	0
NODE_81899_length_1087_cov_5.99322	12	1	2	2	6	1	0	2	1	0	0	0	0	2	1	2	4	0	0	3	0	0	2	1
NODE_81927_length_962_cov_2.98126	5	0	1	2	7	0	0	0	0	1	0	0	1	2	1	0	0	1	0	0	0	0	1	0
NODE_82123_length_1692_cov_8.78192	1548	659	259	1144	880	259	87	761	147	144	190	43	250	162	315	157	509	97	32	161	71	97	538	104
NODE_82172_length_1731_cov_6.78282	9	2	2	3	14	3	0	0	1	0	3	0	0	3	1	1	7	1	2	4	1	4	3	1
NODE_82517_length_809_cov_2.42175	2	0	0	0	4	1	0	1	0	1	0	1	0	0	0	1	1	0	0	2	0	0	1	0
NODE_82830_length_909_cov_3.48244	24	4	2	1	7	0	0	1	3	0	1	1	0	0	0	4	1	0	2	1	0	1	5	3
NODE_82843_length_1019_cov_2.46992	15	2	0	7	3	0	0	4	0	0	1	0	0	0	2	1	101	1	0	0	0	0	2	0
NODE_82925_length_2165_cov_5.96114	14	2	3	5	11	2	0	2	2	0	1	0	0	0	3	1	5	1	0	8	2	4	10	0
NODE_82945_length_847_cov_2.38384	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0
NODE_83012_length_986_cov_2.94307	0	0	0	0	0	0	0	0	7	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_83052_length_9276_cov_5.76814	0	0	0	1	1	0	0	4	0	0	3	3	0	0	57	173	2	3	0	0	3	0	1	1
NODE_83150_length_821_cov_5.73238	0	0	1	6	3	0	0	0	0	0	0	0	0	0	0	0	0	5	0	1	0	0	1	0
NODE_83219_length_990_cov_2.4139	3	1	0	0	1	2	0	0	1	0	2	0	1	0	2	0	2	0	0	1	0	0	1	0
NODE_83616_length_980_cov_2.56216	7	1	1	4	9	0	0	2	0	2	0	0	0	0	0	0	0	0	1	1	2	0	2	0
NODE_83822_length_952_cov_1.699	1	2	1	0	4	0	0	0	0	0	0	0	0	0	1	1	0	2	1	0	0	0	0	0
NODE_84040_length_1092_cov_12.5487	18	12	6	34	13	4	2	20	13	2	14	0	1	6	1	3	2	1	2	3	1	1	23	5
NODE_84156_length_1004_cov_4.53952	3	2	1	0	2	0	0	1	1	0	0	0	5	2	0	0	5	0	0	0	0	0	2	0
NODE_84217_length_1025_cov_1.86495	7	0	1	1	4	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	0	0	0	0
NODE_84586_length_3553_cov_3.88279	0	0	0	0	0	0	0	0	22	5	0	1	0	0	3	35	0	0	1	0	0	0	0	1
NODE_84654_length_863_cov_2.76361	9	4	3	7	7	1	0	4	0	2	0	0	0	2	0	0	1	1	0	0	0	0	1	0
NODE_84660_length_1735_cov_23.1315	55	24	13	35	26	7	0	21	6	7	8	2	3	1	12	10	17	3	1	8	4	4	17	1
NODE_84810_length_835_cov_2.34359	2	0	0	4	1	0	0	2	1	0	0	0	0	0	1	0	0	0	0	2	0	1	0	0
NODE_85060_length_1363_cov_3.75153	25	3	0	3	12	3	0	2	1	4	0	0	0	1	2	2	0	0	0	0	1	0	3	12
NODE_85194_length_853_cov_1.82707	18	7	1	2	7	1	0	1	0	5	0	0	1	0	0	0	1	0	0	2	0	0	2	0
NODE_87737_length_11371_cov_4.53862	1	0	0	0	0	0	0	0	53	27	1	0	3	1	22	116	2	3	3	1	2	1	1	2
NODE_87946_length_1526_cov_3.32223	13	7	1	6	6	2	13	11	1	9	3	1	2	0	2	1	2	1	0	0	2	2	3	0
NODE_88027_length_1152_cov_1.86873	5	1	0	0	6	0	0	1	2	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0
NODE_88034_length_1473_cov_3.18265	20	5	3	6	6	1	0	5	0	5	1	1	0	0	1	1	5	0	0	1	0	0	2	0
NODE_88389_length_1435_cov_1.79275	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	6	0	1	0	0	0	0	0	0
NODE_88521_length_837_cov_2.5422	4	2	0	0	4	0	0	1	0	2	1	1	0	3	0	0	2	3	0	1	1	1	2	0
NODE_88522_length_1468_cov_4.9632	13	18	4	11	13	6	0	9	2	1	1	1	0	3	3	1	4	1	0	0	2	1	6	0
NODE_89297_length_1420_cov_28.2813	93	75	12	54	37	28	2	29	12	23	5	1	14	6	18	4	29	5	6	4	5	6	23	1
NODE_89327_length_1264_cov_3.94872	3	2	0	0	6	0	0	0	1	0	2	0	0	0	0	0	2	1	0	3	1	0	2	0
NODE_89422_length_928_cov_1.89003	38	17	3	13	20	6	17	6	3	5	0	2	0	1	9	7	11	1	1	6	2	1	11	0
NODE_89513_length_2299_cov_4.79857	10	5	2	1	10	3	0	10	1	0	7	0	1	4	4	0	5	3	1	1	2	2	4	0
NODE_89549_length_1353_cov_6.44145	2	1	0	1	3	2	0	0	5	2	3	3	0	0	0	0	0	1	0	0	168	0	0	1
NODE_89652_length_986_cov_15.0064	24	20	149	21	1087	24	240	20	30	18	48	23	44	47	21	21	201	20	16	57	14	20	93	5
NODE_89771_length_1393_cov_1.52765	2	1	0	0	5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
NODE_89943_length_969_cov_1.95624	6	1	0	1	2	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
NODE_90400_length_808_cov_3.86587	26	0	0	1	17	1	0	2	0	5	1	0	0	0	2	0	1	1	0	1	1	0	1	0
NODE_90720_length_959_cov_4.64934	0	0	0	0	1	1	0	0	5	2	1	0	2	0	1	0	0	10	0	0	0	2	5	0
NODE_91020_length_1111_cov_1.65909	0	0	0	0	1	0	0	0	3	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0
NODE_91121_length_1064_cov_2.33697	4	2	0	1	3	0	0	0	2	0	0	0	0	2	0	0	0	1	0	4	0	0	0	0
NODE_91321_length_913_cov_2.16434	1	1	0	3	2	0	0	1	0	0	0	0	0	2	1	0	2	0	0	3	0	0	0	2
NODE_93406_length_805_cov_1.652	21	9	0	3	12	0	0	0	0	1	0	0	0	0	1	0	3	2	1	0	1	0	4	11
NODE_93857_length_1188_cov_1.73257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	6	0	0	0	0	0	0	0	0
NODE_93987_length_1542_cov_1.86079	0	0	0	0	0	0	0	0	2	0	2	5	0	0	0	0	0	0	0	0	0	0	0	0
NODE_94500_length_960_cov_2.22762	2	1	0	0	4	0	0	3	1	0	1	0	2	0	0	0	0	3	0	1	0	0	1	1
NODE_94538_length_874_cov_16.3797	19	6	6	5	13	2	0	1	3	1	0	1	0	2	4	1	0	1	0	3	2	2	8	1
NODE_94570_length_1782_cov_2.45339	10	2	2	2	11	0	0	2	2	0	1	0	0	0	0	0	2	1	0	3	0	0	4	0
NODE_94611_length_842_cov_4.03177	6	3	1	3	6	1	0	4	0	1	0	0	4	1	0	2	1	2	0	6	1	1	4	0
NODE_94672_length_942_cov_6.90755	69	16	12	10	50	8	4	8	8	4	12	3	13	9	7	10	18	6	4	5	7	10	37	3
NODE_94831_length_825_cov_1.73247	15	3	2	7	6	0	0	3	0	2	2	2	0	0	4	1	10	2	0	2	0	0	3	4
NODE_95331_length_886_cov_3.58243	34	5	1	16	30	4	0	4	1	12	1	0	0	3	2	0	2	3	0	1	4	0	4	21
NODE_95387_length_1184_cov_3.31267	3	1	0	1	1	0	0	2	1	0	0	0	4	2	0	0	3	1	0	0	0	0	5	0
NODE_95495_length_898_cov_14.2598	1	0	0	1	0	0	0	0	24	21	0	0	0	0	0	0	0	0	0	0	1	0	0	0
NODE_96579_length_1121_cov_7.78612	5	7	0	3	6	0	0	4	1	0	1	0	1	0	2	4	1	2	0	1	0	0	2	15
NODE_96710_length_1415_cov_3.82279	20	9	0	6	10	3	0	11	2	6	1	0	1	0	3	4	6	1	0	0	1	0	5	0
NODE_96711_length_1671_cov_4.53713	38	9	3	15	11	7	0	13	5	3	3	1	4	3	4	0	13	1	1	2	0	1	8	0
NODE_97380_length_2031_cov_3.93725	7	2	0	6	10	1	0	1	1	1	1	0	4	2	1	0	2	0	0	4	0	1	3	1
NODE_97577_length_807_cov_2.91755	6	0	1	4	1	0	0	0	0	5	0	0	5	1	1	0	1	1	0	1	0	1	3	0
NODE_97579_length_3058_cov_3.8951	16	3	4	3	9	2	0	8	3	0	1	0	0	0	3	3	3	3	0	2	1	1	10	1
NODE_98536_length_907_cov_10.6631	9	4	4	4	11	0	0	1	0	0	2	0	0	3	2	1	2	0	0	3	1	0	2	3
NODE_98848_length_1232_cov_4.62022	6	0	0	4	4	3	0	1	0	1	1	0	7	1	0	0	2	3	0	2	1	0	3	0
NODE_99102_length_2156_cov_4.51309	17	7	1	7	6	2	0	2	4	0	6	0	0	1	2	0	6	1	0	2	2	0	2	1
NODE_99111_length_1423_cov_22.6732	0	0	0	2	0	0	0	0	0	1	2	0	0	1	13	102	0	0	1	0	5	0	0	0
NODE_99415_length_1163_cov_3.70397	3	5	2	0	2	0	0	1	1	0	0	1	0	0	1	1	2	3	0	2	0	1	3	0
NODE_99957_length_877_cov_3.03528	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	1	0	0	1
NODE_100028_length_1235_cov_2.58644	1	0	1	1	5	0	0	6	0	0	1	0	0	0	1	0	4	2	0	0	1	0	1	0
NODE_103651_length_2796_cov_17.1908	0	0	0	0	0	1	0	0	96	102	1	2	1	1	0	0	0	2	0	2	3	0	0	1
NODE_109438_length_809_cov_6.13926	1	2	1	1	0	0	0	0	1	0	0	0	0	0	1	1	1	1	0	1	0	0	4	0
NODE_109792_length_923_cov_3.43664	6	3	1	2	2	0	0	1	0	0	0	0	0	2	0	0	0	0	0	1	0	1	4	0
NODE_109794_length_1036_cov_3.8634	5	1	0	1	3	0	0	0	1	0	1	0	1	0	1	1	1	0	0	1	0	0	4	0
NODE_109797_length_1364_cov_3.58518	0	0	0	0	2	5	0	0	0	0	3	6	0	1	0	0	0	0	0	0	1	0	0	0
NODE_109800_length_957_cov_1.82373	17	5	6	5	18	1	0	2	1	5	4	0	0	2	7	2	1	1	1	3	0	1	10	2
NODE_109808_length_6538_cov_3.80935	0	0	0	0	0	1	1	0	34	12	0	0	0	0	13	49	1	1	1	0	4	0	0	0
NODE_109810_length_8797_cov_3.91501	0	0	0	1	0	1	1	0	45	20	1	1	1	1	19	63	0	1	0	0	1	1	0	0
NODE_109811_length_1254_cov_3.14595	0	0	0	0	0	0	0	0	4	1	0	1	0	0	4	4	0	0	0	0	2	0	0	0
NODE_109812_length_1067_cov_3.35375	13	2	1	3	10	1	2	1	0	5	0	0	1	0	0	0	9	3	0	0	1	0	1	1
NODE_109814_length_1151_cov_4.375	1	1	1	0	5	1	0	1	0	0	0	0	0	0	2	4	5	0	0	6	1	0	6	1
NODE_109819_length_1372_cov_3.63326	5	1	0	2	8	3	0	0	0	0	0	1	0	0	3	1	2	2	0	3	0	0	0	0
NODE_109834_length_1058_cov_3.35294	18	3	0	8	8	1	0	4	1	15	1	0	0	3	1	0	2	0	2	0	2	0	3	0
NODE_109842_length_844_cov_13.4157	11	8	3	2	6	5	6	8	2	2	3	1	0	0	7	0	0	0	0	4	0	1	11	0
NODE_109843_length_2171_cov_1.45605	0	0	0	0	0	4	0	0	5	2	0	2	0	0	0	0	0	2	0	0	0	0	0	0
